Vertical Accuracy, Horizontal Accuracy, Longitude, Latitude, Timestamp, Altitude
10, 65, -71.3990360235951104, 41.8522961449531648, 2019-11-21T12:44:17-0500, 44.76033782958985216
10, 65, -71.3990360235951104, 41.8522961449531648, 2019-11-21T12:44:21-0500, 44.76033782958985216
10, 65, -71.39902032448151552, 41.85230234633071616, 2019-11-21T12:44:21-0500, 44.951068878173824
10, 65, -71.3990213172458496, 41.85230253691525632, 2019-11-21T12:44:21-0500, 44.96469879150390272
10, 65, -71.39900472645031936, 41.85229861451534336, 2019-11-21T12:44:24-0500, 45.0239448547363328
10, 65, -71.39901352139634688, 41.85229728002624512, 2019-11-21T12:44:30-0500, 44.9825897216796928
